Cities of France	Postal code
Saint-Laurent-de-la-Cabrerisse 	11220
Saint-Louis-et-Parahou 	11500
Saint-Marcel-sur-Aude 	11120
Saint-Martin-de-Villereglan 	11300
Saint-Martin-des-Puits 	11220
Saint-Martin-Lalande 	11400
Saint-Martin-le-Vieil 	11170
Saint-Martin-Lys 	11500
Saint-Michel-de-Lanès 	11410
Saint-Nazaire-d'Aude 	11120
Saint-Papoul 	11400
Saint-Paulet 	11320
Saint-Pierre-des-Champs 	11220
Saint-Pierre-la-mer 	11560
Saint-Polycarpe 	11300
Saint-Sernin 	11420
Sainte-Camelle 	11410
Sainte-Colombe-sur-Guette 	11140
Sainte-Colombe-sur-l'Hers 	11230
Sainte-Eulalie 	11170
Sainte-Valière 	11120
Saissac 	11310
Sallèles-Cabardès 	11600
Sallèles-d'Aude 	11590
Salles-d'Aude 	11110
Salles-sur-l'Hers 	11410
Salsigne 	11600
Salvezines 	11140
Salza 	11330
Seignalens 	11240
Serres 	11190
Serviès-en-Val 	11220
Sigean 	11130
Sonnac-sur-l'Hers 	11230
Sougraigne 	11190
Souilhanels 	11400
Souilhe 	11400
Soulatgé 	11330
Soupex 	11320
Talairan 	11220
Taurize 	11220
Termes 	11330
Terroles 	11580
Thézan-des-Corbières 	11200
Tournissan 	11220
Tourouzelle 	11200
Tourreilles 	11300
Trassanel 	11160
Trausse 	11160
Trèbes 	11800
Treilles 	11510
Tréville 	11400
Tréziers 	11230
Tuchan 	11350
Valmigère 	11580
Ventenac-Cabardès 	11610
Ventenac-en-Minervois 	11120
Véraza 	11580
Verdun-en-Lauragais 	11400
Verzeille 	11250
Vignevieille 	11330
Villalier 	11600
Villanière 	11600
Villar-en-Val 	11220
Villar-Saint-Anselme 	11250
Villardebelle 	11580
Villardonnel 	11600
Villarzel-Cabardès 	11600
Villarzel-du-Razès 	11300
Villasavary 	11150
Villautou 	11420
Villebazy 	11250
Villedaigne 	11200
Villedubert 	11800
Villefloure 	11570
Villefort 	11230
Villegailhenc 	11600
Villegly 	11600
Villelongue-d'Aude 	11300
Villemagne 	11310
Villemoustaussou 	11620
Villeneuve-la-Comptal 	11400
Villeneuve-les-Corbières 	11360
Villeneuve-lès-Montréal 	11290
Villeneuve-Minervois 	11160
Villepinte 	11150
Villerouge-Termenès 	11330
Villesèque-des-Corbières 	11360
Villesèquelande 	11170
Villesiscle 	11150
Villespy 	11170
Villetritouls 	11220
Vinassan 	11110
Gard	17250
Aigaliers 	30700
Aigremont 	30350
Aigues-Mortes 	30220
Aigues-Vives 	30670
Aiguèze 	30760
Aimargues 	30470
Alès 	30100
Allègre-les-Fumades 	30500
Alzon 	30770
Anduze 	30140
Aramon 	30390
Argilliers 	30210
Arpaillargues-et-Aureillac 	30700
Arphy 	30120
Arre 	30120
Arrigas 	30770
Aspères 	30250
Aubais 	30250
Aubord 	30620
Aubussargues 	30190
Aujac 	30450
Aujargues 	30250
Aulas 	30120
Aumessas 	30770
Avèze 	30120
Bagard 	30140
Bagnols-sur-Cèze 	30200
Barjac 	30430
Baron 	30700
Beaucaire 	30300
Beauvoisin 	30640
Bellegarde 	30127
Belvézet 	30580
Bernis 	30620
Bessèges 	30160
Bez-et-Esparon 	30120
Bezouce 	30320
Blandas 	30770
Blauzac 	30700
Boisset-et-Gaujac 	30140
Boissières 	30114
Bonnevaux 	30450
Bordezac 	30160
Boucoiran-et-Nozières 	30190
Bouillargues 	30230
Bouquet 	30580
Bourdic 	30190
Bragassargues 	30260
Branoux-les-Taillades 	30110
Bréau-et-Salagosse 	30120
Brignon 	30190
Brouzet-lès-Alès 	30580
Brouzet-lès-Quissac 	30260
Cabrières 	30210
Caissargues 	30132
Calvisson 	30420
Campestre-et-Luc 	30770
Canaules-et-Argentières 	30350
Cannes-et-Clairan 	30260
Cardet 	30350
Carnas 	30260
Carsan 	30130
Cassagnoles 	30350
Castelnau-Valence 	30190
Castillon-du-Gard 	30210
Causse-Bégon 	30750
Caveirac 	30820
Cavillargues 	30330
Cendras 	30480
Chambon 	30450
Chamborigaud 	30530
Chusclan 	30200
Clarensac 	30870
Codognan 	30920
Codolet 	30200
Collias 	30210
Collorgues 	30190
Colognac 	30460
Combas 	30250
Comps 	30300
Concoules 	30450
Congénies 	30111
Connaux 	30330
Conqueyrac 	30170
Corbès 	30140
Corconne 	30260
Cornillon 	30630
Courry 	30500
Crespian 	30260
Cros 	30170
Cruviers-Lascours 	30360
Deaux 	30360
Dions 	30190
Domazan 	30390
Domessargues 	30350
Dourbies 	30750
Durfort-et-Saint-Martin-de-Sossenac 	30170
Estézargues 	30390
Euzet 	30360
Flaux 	30700
Foissac 	30700
Fons 	30730
Fons-sur-Lussan 	30580
Fontanès 	30250
Fontarèches 	30580
Fournès 	30210
Fourques 	30300
Fressac 	30170
Gagnières 	30160
Gailhan 	30260
Gajan 	30730
Gallargues-le-Montueux 	30660
Garons 	30128
Garrigues-Sainte-Eulalie 	30190
Gaujac 	30330
Générac 	30510
Générargues 	30140
Génolhac 	30450
Goudargues 	30630
Issirac 	30760
Jonquières-Saint-Vincent 	30300
Junas 	30250
L'Estréchure 	30124
La Bastide-d'Engras 	30330
La Bruguière 	30580
La Cadière-et-Cambo 	30170
La Calmette 	30190
La Capelle-et-Masmolène 	30700
La Grand-Combe 	30110
La Roque-sur-Cèze 	30200
La Rouvière 	30190
La Vernarède 	30530
Lamelouze 	30110
Langlade 	30980
Lanuéjols 	30750
Lasalle 	30460
Laudun-l'Ardoise 	30290
Laval-Pradel 	30110
Laval-Saint-Roman 	30760
Le Cailar 	30740
Le Garn 	30760
Le Grau-du-Roi 	30240
Le Martinet 	30960
Le Pin 	30330
Le Vigan 	30120
Lecques 	30250
Lédenon 	30210
Lédignan 	30350
Les Angles 	30133
Les Mages 	30960
Les Plans 	30340
Les Plantiers 	30122
Les Salles-du-Gardon 	30110
Lézan 	30350
Liouc 	30260
Lirac 	30126
Logrian-Florian 	30610
Lussan 	30580
Malons-et-Elze 	30450
Mandagout 	30120
Manduel 	30129
Marguerittes 	30320
Mars 	30120
Martignargues 	30360
Maruéjols-lès-Gardon 	30350
Massanes 	30350
Massillargues-Attuech 	30140
Mauressargues 	30350
Méjannes-le-Clap 	30430
Méjannes-lès-Alès 	30340
Meynes 	30840
Meyrannes 	30410
Mialet 	30140
Milhaud 	30540
Molières-Cavaillac 	30120
Molières-sur-Cèze 	30410
Monoblet 	30170
Mons 	30340
Montagnac 	30350
Montaren-et-Saint-Médiers 	30700
Montclus 	30630
Montdardier 	30120
Monteils 	30360
Montfaucon 	30150
Montfrin 	30490
Montignargues 	30190
Montmirat 	30260
Montpezat 	30730
Moulézan 	30350
Moussac 	30190
Mus 	30121
Nages-et-Solorgues 	30114
Navacelles 	30580
Ners 	30360
Nîmes 	30000
Notre-Dame-de-la-Rouvière 	30570
Orsan 	30200
Orthoux-Sérignac-Quilhan 	30260
Parignargues 	30730
Peyremale 	30160
Peyroles 	30124
Pommiers 	30120
Pompignan 	30170
Pont-Saint-Esprit 	30130
Ponteils-et-Brésis 	30450
Portes 	30530
Potelières 	30500
Pougnadoresse 	30330
Poulx 	30320
Pouzilhac 	30210
Puechredon 	30610
Pujaut 	30131
Quissac 	30260
Redessan 	30129
Remoulins 	30210
Revens 	30750
Ribaute-les-Tavernes 	30720
Rivières 	30430
Robiac-Rochessadoule 	30160
Rochefort-du-Gard 	30650
Rochegude 	30430
Rodilhan 	30230
Rogues 	30120
Roquedur 	30440
Roquemaure 	30150
Rousson 	30340
Sabran 	30200
Saint-Alexandre 	30130
Saint-Ambroix 	30500
Saint-André-d'Olérargues 	30330
Saint-André-de-Majencoules 	30570
Saint-André-de-Roquepertuis 	30630
Saint-André-de-Valborgne 	30940
Saint-Bauzély 	30730
Saint-Bénézet 	30350
Saint-Bonnet-de-Salendrinque 	30460
Saint-Bonnet-du-Gard 	30210
Saint-Brès 	30500
Saint-Bresson 	30440
Saint-Césaire-de-Gauzignan 	30360
Saint-Chaptes 	30190
Saint-Christol-de-Rodières 	30760
Saint-Christol-lès-Alès 	30380
Saint-Clément 	30260
Saint-Côme-et-Maruéjols 	30870
Saint-Denis 	30500
Saint-Dézéry 	30190
Saint-Dionizy 	30980
Saint-Etienne-de-l'Olm 	30360
Saint-Etienne-des-Sorts 	30200
Saint-Félix-de-Pallières 	30140
Saint-Florent-sur-Auzonnet 	30960
Saint-Geniès-de-Comolas 	30150
Saint-Geniès-de-Malgoirès 	30190
Saint-Gervais 	30200
Saint-Gervasy 	30320
Saint-Gilles 	30800
Saint-Hilaire-d'Ozilhan 	30210
Saint-Hilaire-de-Brethmas 	30560
Saint-Hippolyte-de-Caton 	30360
Saint-Hippolyte-de-Montaigu 	30700
Saint-Hippolyte-du-Fort 	30170
Saint-Jean-de-Ceyrargues 	30360
Saint-Jean-de-Crieulon 	30610
Saint-Jean-de-Maruéjols-et-Avéjan 	30430
Saint-Jean-de-Serres 	30350
Saint-Jean-de-Valériscle 	30960
Saint-Jean-du-Gard 	30270
Saint-Jean-du-Pin 	30140
Saint-Julien-de-Cassagnas 	30500
Saint-Julien-de-la-Nef 	30440
Saint-Julien-de-Peyrolas 	30760
Saint-Julien-les-Rosiers 	30340
Saint-Just-et-Vacquières 	30580
Saint-Laurent-d'Aigouze 	30220
Saint-Laurent-de-Carnols 	30200
Saint-Laurent-des-Arbres 	30126
Saint-Laurent-la-Vernède 	30330
Saint-Laurent-le-Minier 	30440
Saint-Mamert-du-Gard 	30730
Saint-Marcel-de-Careiret 	30330
Saint-Martial 	30440
Saint-Martin-de-Valgalgues 	30520
Saint-Maurice-de-Cazevieille 	30360
Saint-Maximin 	30700
Saint-Michel-d'Euzet 	30200
Saint-Nazaire 	30200
Saint-Nazaire-des-Gardies 	30610
Saint-Paul-la-Coste 	30480
Saint-Paul-les-Fonts 	30330
Saint-Paulet-de-Caisson 	30130
Saint-Pons-la-Calm 	30330
Saint-Privat-de-Champclos 	30430
Saint-Privat-des-Vieux 	30340
Saint-Quentin-la-Poterie 	30700
Saint-Roman-de-Codières 	30440
Saint-Sauveur-Camprieu 	30750
Saint-Sébastien-d'Aigrefeuille 	30140
Saint-Siffret 	30700
Saint-Théodorit 	30260
Saint-Victor-de-Malcap 	30500
Saint-Victor-des-Oules 	30700
Saint-Victor-la-Coste 	30290
Sainte-Anastasie 	30190
Sainte-Cécile-d'Andorge 	30110
Sainte-Croix-de-Caderle 	30460
Salazac 	30760
Salindres 	30340
Salinelles 	30250
Sanilhac-Sagriès 	30700
Sardan 	30260
Saumane 	30125
Sauve 	30610
Sauveterre 	30150
Sauzet 	30190
Savignargues 	30350
Saze 	30650
Sénéchas 	30450
Sernhac 	30210
Servas 	30340
Serviers-et-Labaume 	30700
Seynes 	30580
Sommières 	30250
Soudorgues 	30460
Soustelle 	30110
Souvignargues 	30250
Sumène 	30440
Sylvéréal 	30600
Tavel 	30126
Tharaux 	30430
Théziers 	30390
Thoiras 	30140
Tornac 	30140
Tresques 	30330
Trèves 	30750
Uchaud 	30620
Uzès 	30700
Vabres 	30460
Vallabrègues 	30300
Vallabrix 	30700
Vallérargues 	30580
Valleraugue 	30570
Valliguières 	30210
Vauvert 	30600
Vénéjan 	30200
Verfeuil 	30630
Vergèze 	30310
Vers-Pont-du-Gard 	30210
Vestric-et-Candiac 	30600
Vézénobres 	30360
Vic-le-Fesq 	30260
Villeneuve-lès-Avignon 	30400
Villevieille 	30250
Vissec 	30770
Hérault	17250
Abeilhan 	34290
Adissan 	34230
Agde 	34300
Agel 	34210
Agonès 	34190
Aigne 	34210
Aigues-Vives 	34210
Alignan-du-Vent 	34290
Aniane 	34150
Arboras 	34150
Argelliers 	34380
Aspiran 	34800
Assas 	34820
Assignan 	34360
Aumelas 	34230
Aumes 	34530
Autignac 	34480
Avène 	34260
Azillanet 	34210
Babeau-Bouldoux 	34360
Baillargues 	34670
Balaruc-le-Vieux 	34540
Balaruc-les-Bains 	34540
Bassan 	34290
Beaufort 	34210
Beaulieu 	34160
Bédarieux 	34600
Bélarga 	34230
Berlou 	34360
Bessan 	34550
Béziers 	34500
Boisseron 	34160
Boisset 	34220
Boujan-sur-Libron 	34760
Bouzigues 	34140
Brenas 	34650
Brignac 	34800
Brissac 	34190
Buzignargues 	34160
Cabrerolles 	34480
Cabrières 	34800
Cambon-et-Salvergues 	34330
Campagnan 	34230
Campagne 	34160
Camplong 	34260
Candillargues 	34130
Canet 	34800
Capestang 	34310
Carlencas-et-Levas 	34600
Carnon 	34280
Cassagnoles 	34210
Castanet-le-Haut 	34610
Castelnau-de-Guers 	34120
Castelnau-le-Lez 	34170
Castries 	34160
Causse-de-la-Selle 	34380
Causses-et-Veyran 	34490
Caussiniojouls 	34600
Caux 	34720
Cazedarnes 	34460
Cazevieille 	34270
Cazilhac 	34190
Cazouls-d'Hérault 	34120
Cazouls-lès-Béziers 	34370
Cébazan 	34360
Ceilhes-et-Rocozels 	34260
Celles 	34700
Celles 	34800
Cers 	34420
Cessenon-sur-Orb 	34460
Cesseras 	34210
Ceyras 	34800
Clapiers 	34830
Claret 	34270
Clermont-l'Hérault 	34800
Colombières-sur-Orb 	34390
Colombiers 	34440
Combaillaux 	34980
Combes 	34240
Corneilhan 	34490
Coulobres 	34290
Courniou 	34220
Cournonsec 	34660
Cournonterral 	34660
Creissan 	34370
Cruzy 	34310
Dio-et-Valquières 	34650
Espondeilhan 	34290
Fabrègues 	34690
Faugères 	34600
Félines-Minervois 	34210
Ferrals-les-Montagnes 	34210
Ferrières-les-Verreries 	34190
Ferrières-Poussarou 	34360
Florensac 	34510
Fontanès 	34270
Fontès 	34320
Fos 	34320
Fouzilhon 	34480
Fozières 	34700
Fraisse-sur-Agout 	34330
Frontignan 	34110
Gabian 	34320
Galargues 	34160
Ganges 	34190
Garrigues 	34160
Gigean 	34770
Gignac 	34150
Gorniès 	34190
Grabels 	34790
Graissessac 	34260
Guzargues 	34820
Hérépian 	34600
Jacou 	34830
Joncels 	34650
Jonquières 	34725
Juvignac 	34990
La Boissière 	34150
La Caunette 	34210
La Grande-Motte 	34280
La Livinière 	34210
La Salvetat-sur-Agout 	34330
La Tour-sur-Orb 	34260
La Vacquerie-et-Saint-Martin-de-Castries 	34520
Lacoste 	34800
Lagamas 	34150
Lamalou-les-Bains 	34240
Lansargues 	34130
Laroque 	34190
Lattes 	34970
Laurens 	34480
Lauret 	34270
Lauroux 	34700
Lavalette 	34700
Lavérune 	34880
Le Bosc 	34700
Le Bousquet-d'Orb 	34260
Le Caylar 	34520
Le Crès 	34920
Le Cros 	34520
Le Pouget 	34230
Le Poujol-sur-Orb 	34600
Le Pradal 	34600
Le Puech 	34700
Le Soulié 	34330
Le Triadou 	34270
Les Aires 	34600
Les Matelles 	34270
Les Plans 	34700
Les Rives 	34520
Lespignan 	34710
Lézignan-la-Cèbe 	34120
Liausson 	34800
Lieuran-Cabrières 	34800
Lieuran-lès-Béziers 	34290
Lignan-sur-Orb 	34490
Lodève 	34700
Loupian 	34140
Lunas 	34650
Lunel 	34400
Lunel-Viel 	34400
Magalas 	34480
Maraussan 	34370
Margon 	34320
Marseillan 	34340
Marsillargues 	34590
Mas-de-Londres 	34380
Mauguio 	34130
Maureilhan 	34370
Mérifons 	34800
Mèze 	34140
Minerve 	34210
Mireval 	34110
Mons 	34390
Montady 	34310
Montagnac 	34530
Montarnaud 	34570
Montaud 	34160
Montbazin 	34560
Montblanc 	34290
Montels 	34310
Montesquieu 	34320
Montferrier-sur-Lez 	34980
Montouliers 	34310
Montoulieu 	34190
Montpellier 	34000
Montpeyroux 	34150
Moulès-et-Baucels 	34190
Mourèze 	34800
Mudaison 	34130
Murles 	34980
Murviel-lès-Béziers 	34490
Murviel-lès-Montpellier 	34570
Nébian 	34800
Neffiès 	34320
Nézignan-l'Evêque 	34120
Nissan-lez-Enserune 	34440
Nizas 	34320
Notre-Dame-de-Londres 	34380
Octon 	34800
Olargues 	34390
Olmet-et-Villecun 	34700
Olonzac 	34210
Oupia 	34210
Pailhès 	34490
Palavas-les-Flots 	34250
Pardailhan 	34360
Paulhan 	34230
Pégairolles-de-Buèges 	34380
Pégairolles-de-l'Escalette 	34700
Péret 	34800
Pérols 	34470
Pézenas 	34120
Pézènes-les-Mines 	34600
Pierrerue 	34360
Pignan 	34570
Pinet 	34850
Plaissan 	34230
Poilhes 	34310
Pomérols 	34810
Popian 	34230
Portiragnes 	34420
Portiragnes-Plage 	34420
Poujols 	34700
Poussan 	34560
Pouzolles 	34480
Pouzols 	34230
Prades-le-Lez 	34730
Prades-sur-Vernazobre 	34360
Prémian 	34390
Puéchabon 	34150
Puilacher 	34230
Puimisson 	34480
Puissalicon 	34480
Puisserguier 	34620
Quarante 	34310
Restinclières 	34160
Rieussec 	34220
Riols 	34220
Romiguières 	34650
Roquebrun 	34460
Roqueredonde 	34650
Roquessels 	34320
Rosis 	34610
Rouet 	34380
Roujan 	34320
Saint-André-de-Buèges 	34190
Saint-André-de-Sangonis 	34725
Saint-Aunès 	34130
Saint-Bauzille-de-la-Sylve 	34230
Saint-Bauzille-de-Montmel 	34160
Saint-Bauzille-de-Putois 	34190
Saint-Brès 	34670
Saint-Chinian 	34360
Saint-Christol 	34400
Saint-Clément-de-Rivière 	34980
Saint-Drézéry 	34160
Saint-Etienne-d'Albagnan 	34390
Saint-Etienne-de-Gourgas 	34700
Saint-Etienne-Estréchoux 	34260
Saint-Félix-de-l'Héras 	34520
Saint-Félix-de-Lodez 	34725
Saint-Gély-du-Fesc 	34980
Saint-Geniès-de-Fontedit 	34480
Saint-Geniès-de-Varensal 	34610
Saint-Geniès-des-Mourgues 	34160
Saint-Georges-d'Orques 	34680
Saint-Gervais-sur-Mare 	34610
Saint-Guilhem-le-Désert 	34150
Saint-Guiraud 	34725
Saint-Hilaire-de-Beauvoir 	34160
Saint-Jean-de-Buèges 	34380
Saint-Jean-de-Cornies 	34160
Saint-Jean-de-Cuculles 	34270
Saint-Jean-de-Fos 	34150
Saint-Jean-de-la-Blaquière 	34700
Saint-Jean-de-Minervois 	34360
Saint-Jean-de-Védas 	34430
Saint-Julien 	34390
Saint-Just 	34400
Saint-Martin-de-l'Arçon 	34390
Saint-Martin-de-Londres 	34380
Saint-Mathieu-de-Tréviers 	34270
Saint-Maurice-Navacelles 	34190
Saint-Michel 	34520
Saint-Nazaire-de-Ladarez 	34490
Saint-Nazaire-de-Pézan 	34400
Saint-Pargoire 	34230
Saint-Paul-et-Valmalle 	34570
Saint-Pierre-de-la-Fage 	34520
Saint-Pons-de-Mauchiens 	34230
Saint-Pons-de-Thomières 	34220
Saint-Privat 	34700
Saint-Saturnin-de-Lucian 	34725
Saint-Sériès 	34400
Saint-Thibéry 	34630
Saint-Vincent-d'Olargues 	34390
Saint-Vincent-de-Barbeyrargues 	34730
Sainte-Croix-de-Quintillargues 	34270
Salasc 	34800
Saturargues 	34400
Saussan 	34570
Saussines 	34160
Sauteyrargues 	34270
Sauvian 	34410
Sérignan 	34410
Servian 	34290
Sète 	34200
Siran 	34210
Sorbs 	34520
Soubès 	34700
Soumont 	34700
Sussargues 	34160
Taussac-la-Billière 	34600
Teyran 	34820
Thézan-lès-Béziers 	34490
Tourbes 	34120
Tressan 	34230
Usclas-d'Hérault 	34230
Usclas-du-Bosc 	34700
Vacquières 	34270
Vailhan 	34320
Vailhauquès 	34570
Valergues 	34130
Valflaunès 	34270
Valmascle 	34800
Valras-Plage 	34350
Valros 	34290
Vélieux 	34220
Vendargues 	34740
Vendémian 	34230
Vendres 	34350
Vendres-Plage 	34350
Vérargues 	34400
Verreries-de-Moussans 	34220
Vias 	34450
Vic-la-Gardiole 	34110
Vieussan 	34390
Villemagne-l'Argentière 	34600
Villeneuve-lès-Béziers 	34420
Villeneuve-lès-Maguelone 	34750
Villeneuvette 	34800
Villespassans 	34360
Villetelle 	34400
Villeveyrac 	34560
Viols-en-Laval 	34380
Viols-le-Fort 	34380
Lozère	17250
Albaret-le-Comtal 	48310
Albaret-Sainte-Marie 	48200
Allenc 	48190
Altier 	48800
Antrenas 	48100
Arzenc-d'Apcher 	48310
Arzenc-de-Randon 	48170
Aumont-Aubrac 	48130
Auroux 	48600
Badaroux 	48000
Bagnols-les-Bains 	48190
Balsièges 	48000
Banassac 	48500
Barjac 	48000
Barre-des-Cévennes 	48400
Bassurels 	48400
Bédouès 	48400
Belvezet 	48170
Blavignac 	48200
Brenoux 	48000
Brion 	48310
Canilhac 	48500
Cassagnas 	48400
Chadenet 	48190
Chambon-le-Château 	48600
Chanac 	48230
Chasseradès 	48250
Chastanier 	48300
Chastel-Nouvel 	48000
Châteauneuf-de-Randon 	48170
Chauchailles 	48310
Chaudeyrac 	48170
Chaulhac 	48140
Cheylard-l'Evêque 	48300
Chirac 	48100
Cocurès 	48400
Cubières 	48190
Cubiérettes 	48190
Cultures 	48230
Esclanèdes 	48230
Estables 	48700
Fau-de-Peyre 	48130
Florac 	48400
Fontanes 	48300
Fontans 	48700
Fournels 	48310
Fraissinet-de-Fourques 	48400
Fraissinet-de-Lozère 	48220
Gabriac 	48110
Gabrias 	48100
Gatuzières 	48150
Grandrieu 	48600
Grandvals 	48260
Grèzes 	48100
Hures-la-Parade 	48150
Ispagnac 	48320
Javols 	48130
Julianges 	48140
La Bastide-Puylaurent 	48250
La Canourgue 	48500
La Chaze-de-Peyre 	48130
La Fage-Montivernoux 	48310
La Fage-Saint-Julien 	48200
La Malène 	48210
La Panouse 	48600
La Salle-Prunet 	48400
La Tieule 	48500
La Villedieu 	48700
Lachamp 	48100
Lajo 	48120
Langogne 	48300
Lanuéjols 	48000
Laubert 	48170
Laval-Atger 	48600
Laval-du-Tarn 	48500
Le Bleymard 	48190
Le Born 	48000
Le Buisson 	48100
Le Collet-de-Dèze 	48160
Le Malzieu-Forain 	48140
Le Malzieu-Ville 	48140
Le Massegros 	48500
Le Monastier-Pin-Moriès 	48100
Le Pompidou 	48110
Le Pont-de-Montvert 	48220
Le Recoux 	48500
Le Rozier 	48150
Les Bessons 	48200
Les Bondons 	48400
Les Hermaux 	48340
Les Laubies 	48700
Les Monts-Verts 	48200
Les Salces 	48100
Les Salelles 	48230
Les Vignes 	48210
Luc 	48250
Malbouzon 	48270
Marchastel 	48260
Marvejols 	48100
Mas-d'Orcières 	48190
Mas-Saint-Chély 	48210
Mende 	48000
Meyrueis 	48150
Moissac-Vallée-Française 	48110
Molezon 	48110
Montbel 	48170
Montbrun 	48210
Montrodat 	48100
Nasbinals 	48260
Naussac 	48300
Noalhac 	48310
Palhers 	48100
Paulhac-en-Margeride 	48140
Pelouse 	48000
Pied-de-Borne 	48800
Pierrefiche 	48300
Pourcharesses 	48800
Prévenchères 	48800
Prinsuéjols 	48100
Prunières 	48200
Quézac 	48320
Recoules-d'Aubrac 	48260
Recoules-de-Fumas 	48100
Ribennes 	48700
Rieutort-de-Randon 	48700
Rimeize 	48200
Rocles 	48300
Rousses 	48400
Saint-Alban-sur-Limagnole 	48120
Saint-Amans 	48700
Saint-Andéol-de-Clerguemort 	48160
Saint-André-Capcèze 	48800
Saint-André-de-Lancize 	48240
Saint-Bauzile 	48000
Saint-Bonnet-de-Chirac 	48100
Saint-Bonnet-de-Montauroux 	48600
Saint-Chély-d'Apcher 	48200
Saint-Denis-en-Margeride 	48700
Saint-Etienne-du-Valdonnez 	48000
Saint-Etienne-Vallée-Française 	48330
Saint-Flour-de-Mercoire 	48300
Saint-Frézal-d'Albuges 	48170
Saint-Frézal-de-Ventalon 	48240
Saint-Gal 	48700
Saint-Georges-de-Lévéjac 	48500
Saint-Germain-de-Calberte 	48370
Saint-Germain-du-Teil 	48340
Saint-Hilaire-de-Lavit 	48160
Saint-Jean-la-Fouillouse 	48170
Saint-Juéry 	48310
Saint-Julien-d'Arpaon 	48400
Saint-Julien-des-Points 	48160
Saint-Julien-du-Tournel 	48190
Saint-Laurent-de-Muret 	48100
Saint-Laurent-de-Trèves 	48400
Saint-Laurent-de-Veyrès 	48310
Saint-Léger-de-Peyre 	48100
Saint-Léger-du-Malzieu 	48140
Saint-Martin-de-Boubaux 	48160
Saint-Martin-de-Lansuscle 	48110
Saint-Maurice-de-Ventalon 	48220
Saint-Michel-de-Dèze 	48160
Saint-Paul-le-Froid 	48600
Saint-Pierre-de-Nogaret 	48340
Saint-Pierre-des-Tripiers 	48150
Saint-Pierre-le-Vieux 	48200
Saint-Privat-de-Vallongue 	48240
Saint-Privat-du-Fau 	48140
Saint-Rome-de-Dolan 	48500
Saint-Saturnin 	48500
Saint-Sauveur-de-Ginestoux 	48170
Saint-Sauveur-de-Peyre 	48130
Saint-Symphorien 	48600
Sainte-Colombe-de-Peyre 	48130
Sainte-Croix-Vallée-Française 	48110
Sainte-Enimie 	48210
Sainte-Eulalie 	48120
Sainte-Hélène 	48190
Serverette 	48700
Servières 	48000
Termes 	48310
Trélans 	48340
Vebron 	48400
Vialas 	48220
Villefort 	48800
Pyrénées-Orientales	17250
Alénya 	66200
Amélie-les-Bains-Palalda 	66110
Angoustrine-Villeneuve-des-Escaldes 	66760
Ansignan 	66220
Arboussols 	66320
Argelès-sur-Mer 	66700
Arles-sur-Tech 	66150
Ayguatébia-Talau 	66360
Bages 	66670
Baho 	66540
Baillestavy 	66320
Baixas 	66390
Banyuls-dels-Aspres 	66300
Banyuls-sur-Mer 	66650
Bélesta 	66720
Bolquère 	66210
Bompas 	66430
Boule-d'Amont 	66130
Bouleternère 	66130
Bourg-Madame 	66760
Brouilla 	66620
Cabestany 	66330
Caixas 	66300
Calce 	66600
Calmeilles 	66400
Camélas 	66300
Campôme 	66500
Campoussy 	66730
Canaveilles 	66360
Canet-en-Roussillon 	66140
Canohès 	66680
Caramany 	66720
Casefabre 	66130
Cases-de-Pène 	66600
Cassagnes 	66720
Casteil 	66820
Castelnou 	66300
Catllar 	66500
Caudiès-de-Conflent 	66360
Caudiès-de-Fenouillèdes 	66220
Cerbère 	66290
Céret 	66400
Claira 	66530
Clara 	66500
Codalet 	66500
Collioure 	66190
Conat 	66500
Corbère 	66130
Corbère-les-Cabanes 	66130
Corneilla-de-Conflent 	66820
Corneilla-del-Vercol 	66200
Corneilla-la-Rivière 	66550
Corsavy 	66150
Coustouges 	66260
Dorres 	66760
Egat 	66120
Elne 	66200
Enveitg 	66760
Err 	66800
Escaro 	66360
Espira-de-Conflent 	66320
Espira-de-l'Agly 	66600
Estagel 	66310
Estavar 	66800
Estoher 	66320
Eus 	66500
Eyne 	66800
Felluns 	66730
Fenouillet 	66220
Fillols 	66820
Finestret 	66320
Font-Romeu-Odeillo-Via 	66120
Fontpédrouse 	66360
Fontrabiouse 	66210
Formiguères 	66210
Fosse 	66220
Fourques 	66300
Fuilla 	66820
Glorianes 	66320
Ille-sur-Têt 	66130
Joch 	66320
Jujols 	66360
L'Albère 	66480
La Bastide 	66110
La Cabanasse 	66210
La Llagonne 	66210
Lamanère 	66230
Lansac 	66720
Laroque-des-Albères 	66740
Latour-Bas-Elne 	66200
Latour-de-Carol 	66760
Latour-de-France 	66720
Le Barcarès 	66420
Le Boulou 	66160
Le Perthus 	66480
Le Soler 	66270
Le Tech 	66230
Le Vivier 	66730
Les Angles 	66210
Les Cluses 	66480
Lesquerde 	66220
Llauro 	66300
Llo 	66800
Llupia 	66300
Los Masos 	66500
Mantet 	66360
Marquixanes 	66320
Matemale 	66210
Maureillas-las-Illas 	66480
Maury 	66460
Millas 	66170
Molitg-les-Bains 	66500
Mont-Louis 	66210
